StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Neuroticism_1,Neuroticism_2,NeedClosure1,NeedClosure2,NeedClosure3,NeedClosure4,NeedClosure5,NeedClosure6,NeedClosure7,NeedClosure8,NeedClosure9,NeedClosure10,NeedClosure11,NeedClosure12,NeedClosure13,NeedClosure14,NeedClosure15,PatternDevA_1,PatternDevA_2,PatternDevA_3,PatternDevB_1,PatternDevB_2,PatternDevB_3,PatternDevC_1,PatternDevC_2,PatternDevC_3,PatternDevD_1,PatternDevD_2,PatternDevD_3,PatternDevE_1,PatternDevE_2,PatternDevE_3,SocialDevA_1,SocialDevA_2,SocialDevA_3,SocialDevB_1,SocialDevB_2,SocialDevB_3,SocialDevC_1,SocialDevC_2,SocialDevC_3,SocialDevD_1,SocialDevD_2,SocialDevD_3,SocialDevE_1,SocialDevE_2,SocialDevE_3,AttentionCheck1,AttentionCheck2,AttentionCheck2_8_TEXT,Education,Income,EconomicOrientation,Age,SocialOrientation,Gender,Gender_3_TEXT,PoliticalOrientation,Q3_8_TEXT - Topics,FL_13_DO,FL_28_DO,FL_10_DO,FL_24_DO,"NeedforClosure(Roets,&VanHiel,2011)_DO"
11/30/18 16:36,11/30/18 16:41,0,100,280,1,11/30/18 16:41,,,,,anonymous,EN,4,1,1,1,1,2,1,3,1,1,1,1,2,3,1,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,,8,yes,5,3,5,,3,1,,3,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionD|PatternDeviancyAversionE|PatternDeviancyAversionA|PatternDeviancyAversionC|PatternDeviancyAversionB,SocialDeviancyAversionA|SocialDeviancyAversionD|SocialDeviancyAversionE|SocialDeviancyAversionB|SocialDeviancyAversionC,NeedClosure11|NeedClosure12|NeedClosure9|NeedClosure13|NeedClosure4|NeedClosure14|NeedClosure5|NeedClosure7|NeedClosure8|NeedClosure3|NeedClosure10|NeedClosure15|NeedClosure1|NeedClosure6|NeedClosure2
11/30/18 16:40,11/30/18 16:44,0,100,258,1,11/30/18 16:44,,,,,anonymous,EN,5,3,4,2,3,4,3,4,5,3,2,2,4,4,4,2,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,3,1,3,1,1,3,1,1,1,1,1,7,8,yes,6,3,5,27,5,1,,5,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionD|PatternDeviancyAversionA|PatternDeviancyAversionC|PatternDeviancyAversionB|PatternDeviancyAversionE,SocialDeviancyAversionA|SocialDeviancyAversionB|SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionE,NeedClosure9|NeedClosure14|NeedClosure15|NeedClosure7|NeedClosure13|NeedClosure3|NeedClosure8|NeedClosure12|NeedClosure2|NeedClosure4|NeedClosure5|NeedClosure10|NeedClosure6|NeedClosure1|NeedClosure11
11/30/18 16:42,11/30/18 16:45,0,100,178,1,11/30/18 16:45,,,,,anonymous,EN,5,1,5,3,3,6,2,5,5,2,2,3,4,3,4,2,5,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,5,3,3,4,3,3,5,3,3,5,5,5,7,8,yes,6,2,3,34,3,1,,3,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionA|PatternDeviancyAversionD|PatternDeviancyAversionB|PatternDeviancyAversionE|PatternDeviancyAversionC,SocialDeviancyAversionD|SocialDeviancyAversionE|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionB,NeedClosure6|NeedClosure11|NeedClosure1|NeedClosure7|NeedClosure12|NeedClosure13|NeedClosure3|NeedClosure8|NeedClosure15|NeedClosure14|NeedClosure9|NeedClosure5|NeedClosure10|NeedClosure2|NeedClosure4
11/30/18 16:41,11/30/18 16:45,0,100,202,1,11/30/18 16:45,,,,,anonymous,EN,4,2,4,3,3,4,3,4,5,3,2,3,4,3,4,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,8,yes,5,1,1,33,1,2,,1,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionC|PatternDeviancyAversionD|PatternDeviancyAversionB|PatternDeviancyAversionA|PatternDeviancyAversionE,SocialDeviancyAversionD|SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionE|SocialDeviancyAversionC,NeedClosure7|NeedClosure1|NeedClosure3|NeedClosure12|NeedClosure11|NeedClosure6|NeedClosure14|NeedClosure10|NeedClosure9|NeedClosure8|NeedClosure13|NeedClosure15|NeedClosure4|NeedClosure2|NeedClosure5
11/30/18 16:41,11/30/18 16:45,0,100,273,1,11/30/18 16:45,,,,,anonymous,EN,4,1,5,5,6,4,2,4,1,2,1,5,5,6,6,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,5,2,2,1,1,1,5,1,1,5,1,1,7,8,yes,3,2,2,59,2,1,,2,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionB|PatternDeviancyAversionA|PatternDeviancyAversionD|PatternDeviancyAversionC|PatternDeviancyAversionE,SocialDeviancyAversionB|SocialDeviancyAversionE|SocialDeviancyAversionC|SocialDeviancyAversionA|SocialDeviancyAversionD,NeedClosure5|NeedClosure9|NeedClosure14|NeedClosure3|NeedClosure7|NeedClosure11|NeedClosure15|NeedClosure4|NeedClosure13|NeedClosure8|NeedClosure10|NeedClosure12|NeedClosure2|NeedClosure1|NeedClosure6
11/30/18 16:44,11/30/18 16:47,0,100,188,1,11/30/18 16:47,,,,,anonymous,EN,5,1,1,1,4,4,2,1,1,5,1,1,1,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,7,8,yes ,5,2,5,26,2,1,,3,,"Neuroticism(Rammstedt&John,2007)|NeedforClosure(Roets,&VanHiel,2011)",FL_24|FL_10,PatternDeviancyAversionB|PatternDeviancyAversionC|PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionD,SocialDeviancyAversionC|SocialDeviancyAversionD|SocialDeviancyAversionE|SocialDeviancyAversionA|SocialDeviancyAversionB,NeedClosure8|NeedClosure9|NeedClosure6|NeedClosure5|NeedClosure4|NeedClosure3|NeedClosure2|NeedClosure11|NeedClosure12|NeedClosure7|NeedClosure14|NeedClosure1|NeedClosure13|NeedClosure10|NeedClosure15
11/30/18 16:45,11/30/18 16:47,0,100,132,1,11/30/18 16:47,,,,,anonymous,EN,1,5,6,1,6,1,1,6,6,6,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,1,1,1,1,7,8,yes,4,1,3,37,3,2,,4,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionD|PatternDeviancyAversionC|PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionB,SocialDeviancyAversionC|SocialDeviancyAversionA|SocialDeviancyAversionE|SocialDeviancyAversionB|SocialDeviancyAversionD,NeedClosure4|NeedClosure12|NeedClosure5|NeedClosure2|NeedClosure7|NeedClosure15|NeedClosure1|NeedClosure10|NeedClosure14|NeedClosure9|NeedClosure13|NeedClosure8|NeedClosure6|NeedClosure3|NeedClosure11
11/30/18 16:48,11/30/18 16:49,0,100,65,1,11/30/18 16:49,,,,,anonymous,EN,4,4,2,6,3,6,5,6,6,3,2,3,1,3,4,5,6,2,5,3,6,7,3,4,6,6,4,6,6,2,5,3,6,5,5,6,4,5,7,5,5,5,6,4,7,3,6,6,8,yes,4,3,2,22,2,1,,2,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_10|FL_24,PatternDeviancyAversionD|PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionA|PatternDeviancyAversionC,SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionD|SocialDeviancyAversionE,NeedClosure3|NeedClosure12|NeedClosure1|NeedClosure11|NeedClosure14|NeedClosure2|NeedClosure5|NeedClosure9|NeedClosure10|NeedClosure8|NeedClosure15|NeedClosure7|NeedClosure4|NeedClosure6|NeedClosure13
11/30/18 16:58,11/30/18 17:03,0,100,265,1,11/30/18 17:03,,,,,anonymous,EN,1,5,6,5,5,5,3,5,1,2,3,6,5,5,6,7,5,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,2,1,1,7,8,yes,5,2,1,36,1,1,,1,,"Neuroticism(Rammstedt&John,2007)|NeedforClosure(Roets,&VanHiel,2011)",FL_24|FL_10,PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionC|PatternDeviancyAversionD|PatternDeviancyAversionA,SocialDeviancyAversionE|SocialDeviancyAversionD|SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionC,NeedClosure11|NeedClosure10|NeedClosure2|NeedClosure15|NeedClosure13|NeedClosure1|NeedClosure9|NeedClosure3|NeedClosure12|NeedClosure14|NeedClosure7|NeedClosure8|NeedClosure6|NeedClosure4|NeedClosure5
11/30/18 16:56,11/30/18 17:03,0,100,421,1,11/30/18 17:03,,,,,anonymous,EN,3,2,4,4,5,3,3,4,5,3,2,3,4,5,5,7,4,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,4,4,2,5,4,3,2,2,2,3,3,3,7,8,yes,3,1,1,42,1,1,,1,,"Neuroticism(Rammstedt&John,2007)|NeedforClosure(Roets,&VanHiel,2011)",FL_24|FL_10,PatternDeviancyAversionB|PatternDeviancyAversionD|PatternDeviancyAversionE|PatternDeviancyAversionC|PatternDeviancyAversionA,SocialDeviancyAversionB|SocialDeviancyAversionD|SocialDeviancyAversionA|SocialDeviancyAversionE|SocialDeviancyAversionC,NeedClosure1|NeedClosure12|NeedClosure10|NeedClosure3|NeedClosure13|NeedClosure9|NeedClosure6|NeedClosure14|NeedClosure7|NeedClosure15|NeedClosure2|NeedClosure5|NeedClosure8|NeedClosure4|NeedClosure11
11/30/18 17:10,11/30/18 17:12,0,100,120,1,11/30/18 17:12,,,,,anonymous,EN,2,2,5,3,6,3,5,5,4,5,4,4,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,3,1,1,1,1,1,1,1,1,7,8,yes,4,3,6,34,5,2,,5,,"Neuroticism(Rammstedt&John,2007)|NeedforClosure(Roets,&VanHiel,2011)",FL_24|FL_10,PatternDeviancyAversionD|PatternDeviancyAversionC|PatternDeviancyAversionB|PatternDeviancyAversionE|PatternDeviancyAversionA,SocialDeviancyAversionD|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionB,NeedClosure7|NeedClosure12|NeedClosure1|NeedClosure6|NeedClosure3|NeedClosure14|NeedClosure15|NeedClosure11|NeedClosure4|NeedClosure10|NeedClosure8|NeedClosure5|NeedClosure9|NeedClosure2|NeedClosure13
11/30/18 17:08,11/30/18 17:14,0,100,341,1,11/30/18 17:14,,,,,anonymous,EN,4,5,6,5,6,6,5,5,4,4,5,6,5,5,6,6,6,7,6,7,7,6,7,6,7,5,7,6,7,7,6,7,5,7,6,6,6,7,5,6,7,7,6,7,7,6,6,7,8,yes ,5,3,9,26,9,2,,9,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_10|FL_24,PatternDeviancyAversionB|PatternDeviancyAversionC|PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionD,SocialDeviancyAversionD|SocialDeviancyAversionB|SocialDeviancyAversionE|SocialDeviancyAversionC|SocialDeviancyAversionA,NeedClosure4|NeedClosure6|NeedClosure3|NeedClosure5|NeedClosure15|NeedClosure2|NeedClosure1|NeedClosure8|NeedClosure14|NeedClosure9|NeedClosure7|NeedClosure13|NeedClosure11|NeedClosure12|NeedClosure10
11/30/18 17:13,11/30/18 17:15,0,100,116,1,11/30/18 17:15,,,,,anonymous,EN,2,5,5,3,5,5,4,5,5,5,4,4,4,5,5,4,5,1,1,1,4,1,4,1,1,2,1,1,1,1,1,5,1,1,1,7,3,1,7,2,3,6,5,1,5,2,1,7,8,yes,2,2,1,28,1,2,,1,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionC|PatternDeviancyAversionE|PatternDeviancyAversionA|PatternDeviancyAversionD|PatternDeviancyAversionB,SocialDeviancyAversionE|SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionA|SocialDeviancyAversionB,NeedClosure7|NeedClosure8|NeedClosure1|NeedClosure10|NeedClosure6|NeedClosure4|NeedClosure12|NeedClosure15|NeedClosure3|NeedClosure2|NeedClosure13|NeedClosure11|NeedClosure14|NeedClosure9|NeedClosure5
11/30/18 17:14,11/30/18 17:16,0,100,141,1,11/30/18 17:16,,,,,anonymous,EN,5,1,5,5,6,6,6,6,3,6,6,6,5,6,6,7,5,1,1,4,1,1,5,1,1,4,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,yes,2,2,5,36,4,1,,5,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_10|FL_24,PatternDeviancyAversionC|PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionD|PatternDeviancyAversionB,SocialDeviancyAversionD|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionB,NeedClosure14|NeedClosure15|NeedClosure7|NeedClosure11|NeedClosure4|NeedClosure12|NeedClosure1|NeedClosure10|NeedClosure6|NeedClosure3|NeedClosure2|NeedClosure8|NeedClosure9|NeedClosure5|NeedClosure13
11/30/18 17:13,11/30/18 17:17,0,100,242,1,11/30/18 17:17,,,,,anonymous,EN,3,5,5,5,3,6,6,4,5,5,6,5,5,4,5,5,5,7,4,7,6,6,5,3,3,3,6,6,5,6,6,5,5,7,6,6,5,6,5,7,5,5,6,5,6,5,6,6,8,yes ,5,3,7,27,7,2,,7,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionE|PatternDeviancyAversionA|PatternDeviancyAversionB|PatternDeviancyAversionD|PatternDeviancyAversionC,SocialDeviancyAversionA|SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionB,NeedClosure14|NeedClosure3|NeedClosure9|NeedClosure4|NeedClosure6|NeedClosure5|NeedClosure8|NeedClosure15|NeedClosure11|NeedClosure10|NeedClosure7|NeedClosure12|NeedClosure13|NeedClosure2|NeedClosure1
11/30/18 17:14,11/30/18 17:17,0,100,195,1,11/30/18 17:17,,,,,anonymous,EN,4,2,5,5,4,4,4,5,5,3,2,5,5,4,4,7,5,2,3,6,3,2,2,5,5,6,4,5,6,2,2,5,4,2,2,6,5,6,5,3,6,5,3,4,4,4,3,6,8,yes,3,1,4,33,4,1,,4,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionC|PatternDeviancyAversionD|PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionB,SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionA|SocialDeviancyAversionB|SocialDeviancyAversionE,NeedClosure2|NeedClosure7|NeedClosure6|NeedClosure4|NeedClosure12|NeedClosure10|NeedClosure13|NeedClosure3|NeedClosure1|NeedClosure8|NeedClosure14|NeedClosure5|NeedClosure9|NeedClosure15|NeedClosure11
11/30/18 17:20,11/30/18 17:23,0,100,164,1,11/30/18 17:23,,,,,anonymous,EN,4,2,6,4,5,6,2,5,5,5,5,3,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,8,yes,6,2,8,35,8,1,,8,,"Neuroticism(Rammstedt&John,2007)|NeedforClosure(Roets,&VanHiel,2011)",FL_24|FL_10,PatternDeviancyAversionA|PatternDeviancyAversionC|PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionD,SocialDeviancyAversionB|SocialDeviancyAversionD|SocialDeviancyAversionE|SocialDeviancyAversionC|SocialDeviancyAversionA,NeedClosure7|NeedClosure4|NeedClosure14|NeedClosure9|NeedClosure15|NeedClosure12|NeedClosure1|NeedClosure6|NeedClosure11|NeedClosure13|NeedClosure5|NeedClosure8|NeedClosure10|NeedClosure2|NeedClosure3
11/30/18 17:23,11/30/18 17:25,0,100,149,1,11/30/18 17:25,,,,,anonymous,EN,5,1,4,4,5,3,3,3,4,4,4,4,5,4,4,5,4,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,1,1,1,4,4,4,2,2,2,3,3,3,5,5,6,7,8,yes,4,4,9,67,9,1,,9,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionC|PatternDeviancyAversionD|PatternDeviancyAversionB|PatternDeviancyAversionA|PatternDeviancyAversionE,SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionB|SocialDeviancyAversionD,NeedClosure11|NeedClosure12|NeedClosure3|NeedClosure5|NeedClosure7|NeedClosure15|NeedClosure10|NeedClosure14|NeedClosure9|NeedClosure13|NeedClosure2|NeedClosure1|NeedClosure8|NeedClosure6|NeedClosure4
11/30/18 17:24,11/30/18 17:27,0,100,205,1,11/30/18 17:27,,,,,anonymous,EN,4,5,5,5,6,6,5,1,2,6,6,6,6,5,5,6,4,6,4,5,6,3,5,5,4,6,5,3,6,5,3,6,6,5,7,6,7,6,5,6,7,5,6,7,5,6,7,6,6,,5,3,8,26,8,2,,8,,"Neuroticism(Rammstedt&John,2007)|NeedforClosure(Roets,&VanHiel,2011)",FL_24|FL_10,PatternDeviancyAversionC|PatternDeviancyAversionD|PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionA,SocialDeviancyAversionB|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionD|SocialDeviancyAversionA,NeedClosure3|NeedClosure5|NeedClosure9|NeedClosure7|NeedClosure11|NeedClosure15|NeedClosure10|NeedClosure1|NeedClosure14|NeedClosure2|NeedClosure4|NeedClosure12|NeedClosure6|NeedClosure8|NeedClosure13
11/30/18 17:24,11/30/18 17:28,0,100,241,1,11/30/18 17:28,,,,,anonymous,EN,4,3,4,4,4,5,4,5,4,4,4,4,4,4,4,2,5,1,1,2,1,1,1,1,1,2,3,2,5,2,1,4,1,1,1,2,1,1,4,2,2,3,1,3,4,1,1,7,8,yes,7,2,1,42,1,1,,1,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionE|PatternDeviancyAversionD|PatternDeviancyAversionB|PatternDeviancyAversionC|PatternDeviancyAversionA,SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionE,NeedClosure9|NeedClosure12|NeedClosure1|NeedClosure14|NeedClosure6|NeedClosure15|NeedClosure2|NeedClosure13|NeedClosure7|NeedClosure10|NeedClosure4|NeedClosure3|NeedClosure8|NeedClosure5|NeedClosure11
11/30/18 17:13,11/30/18 17:28,0,100,907,1,11/30/18 17:28,,,,,anonymous,EN,4,2,6,5,5,5,4,5,5,6,5,6,6,5,5,6,5,3,2,2,1,1,1,2,1,1,3,2,2,3,2,2,4,3,3,7,6,6,6,7,6,7,6,7,6,6,7,7,8,yes,2,2,9,31,9,1,,9,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionA|PatternDeviancyAversionD|PatternDeviancyAversionE|PatternDeviancyAversionC|PatternDeviancyAversionB,SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionD,NeedClosure13|NeedClosure1|NeedClosure12|NeedClosure2|NeedClosure5|NeedClosure4|NeedClosure14|NeedClosure6|NeedClosure8|NeedClosure9|NeedClosure11|NeedClosure15|NeedClosure10|NeedClosure7|NeedClosure3
11/30/18 17:27,11/30/18 17:30,0,100,197,1,11/30/18 17:30,,,,,anonymous,EN,1,5,5,4,4,4,3,5,4,5,4,2,4,4,4,2,4,2,2,6,1,1,7,1,1,7,1,1,7,1,1,7,1,1,1,3,2,2,1,1,1,5,2,2,1,1,1,7,8,yes,3,1,6,24,3,2,,4,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionD|PatternDeviancyAversionC,SocialDeviancyAversionA|SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionE|SocialDeviancyAversionB,NeedClosure4|NeedClosure8|NeedClosure10|NeedClosure2|NeedClosure14|NeedClosure12|NeedClosure6|NeedClosure1|NeedClosure13|NeedClosure5|NeedClosure9|NeedClosure11|NeedClosure7|NeedClosure3|NeedClosure15
11/30/18 17:25,11/30/18 17:32,0,100,426,1,11/30/18 17:32,,,,,anonymous,EN,5,1,2,1,5,6,4,1,2,2,4,3,6,4,5,7,2,1,1,1,5,5,7,1,1,2,2,1,1,1,1,2,1,1,1,6,6,7,4,1,4,6,7,3,4,1,4,7,8,yes,5,2,3,,1,1,,1,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionD|PatternDeviancyAversionC|PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionA,SocialDeviancyAversionC|SocialDeviancyAversionB|SocialDeviancyAversionD|SocialDeviancyAversionE|SocialDeviancyAversionA,NeedClosure1|NeedClosure12|NeedClosure6|NeedClosure10|NeedClosure7|NeedClosure3|NeedClosure15|NeedClosure4|NeedClosure13|NeedClosure8|NeedClosure9|NeedClosure11|NeedClosure2|NeedClosure14|NeedClosure5
11/30/18 17:29,11/30/18 17:34,0,100,322,1,11/30/18 17:34,,,,,anonymous,EN,5,1,6,2,6,2,2,6,4,2,2,6,2,6,6,7,6,3,2,5,1,1,1,1,1,2,2,2,3,2,2,3,2,1,1,4,3,3,3,1,5,2,1,1,3,2,3,7,8,yes,2,2,5,49,5,1,,5,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionE|PatternDeviancyAversionD|PatternDeviancyAversionA|PatternDeviancyAversionB|PatternDeviancyAversionC,SocialDeviancyAversionE|SocialDeviancyAversionA|SocialDeviancyAversionB|SocialDeviancyAversionD|SocialDeviancyAversionC,NeedClosure6|NeedClosure1|NeedClosure9|NeedClosure13|NeedClosure5|NeedClosure10|NeedClosure11|NeedClosure7|NeedClosure2|NeedClosure12|NeedClosure15|NeedClosure8|NeedClosure4|NeedClosure3|NeedClosure14
11/30/18 17:38,11/30/18 17:42,0,100,205,1,11/30/18 17:42,,,,,anonymous,EN,4,2,5,5,4,5,4,5,6,4,4,4,5,4,4,7,4,1,1,4,1,1,4,1,1,4,4,4,5,1,1,6,1,1,1,3,4,3,5,2,3,5,1,5,2,3,2,7,8,yes,5,4,2,23,2,2,,2,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionD|PatternDeviancyAversionB|PatternDeviancyAversionE|PatternDeviancyAversionC|PatternDeviancyAversionA,SocialDeviancyAversionC|SocialDeviancyAversionD|SocialDeviancyAversionA|SocialDeviancyAversionE|SocialDeviancyAversionB,NeedClosure14|NeedClosure9|NeedClosure3|NeedClosure10|NeedClosure6|NeedClosure13|NeedClosure15|NeedClosure4|NeedClosure12|NeedClosure5|NeedClosure2|NeedClosure7|NeedClosure1|NeedClosure8|NeedClosure11
11/30/18 17:40,11/30/18 17:45,0,100,284,1,11/30/18 17:45,,,,,anonymous,EN,4,2,3,3,4,3,2,2,3,2,3,3,3,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,6,8,yes,3,2,4,46,4,1,,4,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_10|FL_24,PatternDeviancyAversionB|PatternDeviancyAversionC|PatternDeviancyAversionE|PatternDeviancyAversionA|PatternDeviancyAversionD,SocialDeviancyAversionE|SocialDeviancyAversionD|SocialDeviancyAversionC|SocialDeviancyAversionA|SocialDeviancyAversionB,NeedClosure14|NeedClosure7|NeedClosure10|NeedClosure6|NeedClosure5|NeedClosure4|NeedClosure9|NeedClosure8|NeedClosure13|NeedClosure2|NeedClosure11|NeedClosure3|NeedClosure15|NeedClosure1|NeedClosure12
11/30/18 17:37,11/30/18 17:48,0,100,657,1,11/30/18 17:48,,,,,anonymous,EN,3,3,3,3,4,3,3,3,3,4,4,4,5,3,3,2,3,3,2,3,2,2,2,2,2,2,3,3,3,4,5,2,3,3,2,7,6,7,3,2,3,3,3,3,2,1,1,7,8,yes,5,2,2,27,2,1,,2,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_10|FL_24,PatternDeviancyAversionD|PatternDeviancyAversionB|PatternDeviancyAversionC|PatternDeviancyAversionA|PatternDeviancyAversionE,SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionD|SocialDeviancyAversionE,NeedClosure13|NeedClosure14|NeedClosure8|NeedClosure11|NeedClosure15|NeedClosure2|NeedClosure3|NeedClosure1|NeedClosure9|NeedClosure10|NeedClosure12|NeedClosure6|NeedClosure5|NeedClosure7|NeedClosure4
11/30/18 17:50,11/30/18 17:54,0,100,278,1,11/30/18 17:54,,,,,anonymous,EN,4,2,5,4,6,5,4,6,6,4,4,5,4,5,5,5,5,1,1,1,1,1,1,1,1,2,4,2,5,2,1,3,1,1,1,7,6,4,5,2,5,6,5,5,6,4,3,6,8,yes,7,3,7,36,2,1,,4,,"NeedforClosure(Roets,&VanHiel,2011)|Neuroticism(Rammstedt&John,2007)",FL_24|FL_10,PatternDeviancyAversionC|PatternDeviancyAversionA|PatternDeviancyAversionE|PatternDeviancyAversionB|PatternDeviancyAversionD,SocialDeviancyAversionE|SocialDeviancyAversionB|SocialDeviancyAversionA|SocialDeviancyAversionC|SocialDeviancyAversionD,NeedClosure12|NeedClosure1|NeedClosure7|NeedClosure11|NeedClosure9|NeedClosure4|NeedClosure5|NeedClosure10|NeedClosure6|NeedClosure13|NeedClosure8|NeedClosure14|NeedClosure3|NeedClosure2|NeedClosure15
